missing_rate,run,MSE,method
0.9,0,24.25399673352389,Phenotype_correlation
0.9,0,46.378737061420146,Genotype_correlation
0.9,0,33.02064955172717,Baseline_mixed_model
0.9,1,28.593227089942378,Phenotype_correlation
0.9,1,59.39864338413343,Genotype_correlation
0.9,1,40.71706588898015,Baseline_mixed_model
0.9,2,27.95013202752932,Phenotype_correlation
0.9,2,52.118123017905255,Genotype_correlation
0.9,2,34.145751986607664,Baseline_mixed_model
0.9,3,24.10818497359275,Phenotype_correlation
0.9,3,46.083318974301356,Genotype_correlation
0.9,3,32.75135531847187,Baseline_mixed_model
0.9,4,23.104978459915028,Phenotype_correlation
0.9,4,46.93257801627409,Genotype_correlation
0.9,4,31.813802255038485,Baseline_mixed_model
0.9,5,25.36466714601569,Phenotype_correlation
0.9,5,48.73639457534878,Genotype_correlation
0.9,5,34.41814979510802,Baseline_mixed_model
0.9,6,24.197591134583337,Phenotype_correlation
0.9,6,56.622373969793465,Genotype_correlation
0.9,6,37.47367289497031,Baseline_mixed_model
0.9,7,27.561568705487137,Phenotype_correlation
0.9,7,54.6382064458071,Genotype_correlation
0.9,7,37.81033012626644,Baseline_mixed_model
0.9,8,26.69237870197931,Phenotype_correlation
0.9,8,61.96877552111245,Genotype_correlation
0.9,8,45.14168044083918,Baseline_mixed_model
0.9,9,23.55839982295925,Phenotype_correlation
0.9,9,61.95546907965753,Genotype_correlation
0.9,9,42.059000533516546,Baseline_mixed_model
