missing_rate,run,MSE,method
0.6,0,23.551880999893275,Phenotype_correlation
0.6,0,54.15385050179018,Genotype_correlation
0.6,0,36.85380384613045,Baseline_mixed_model
0.6,1,29.635532602261126,Phenotype_correlation
0.6,1,54.79471921194067,Genotype_correlation
0.6,1,35.22367865713947,Baseline_mixed_model
0.6,2,22.89117793354933,Phenotype_correlation
0.6,2,45.616770236175704,Genotype_correlation
0.6,2,31.351481050507942,Baseline_mixed_model
0.6,3,22.331026494269718,Phenotype_correlation
0.6,3,60.78784389582288,Genotype_correlation
0.6,3,40.70922422671158,Baseline_mixed_model
0.6,4,26.26718172199534,Phenotype_correlation
0.6,4,50.603648735632255,Genotype_correlation
0.6,4,33.907377048439756,Baseline_mixed_model
0.6,5,21.763117773045124,Phenotype_correlation
0.6,5,50.11836441331223,Genotype_correlation
0.6,5,31.114021441526727,Baseline_mixed_model
0.6,6,23.757766349993265,Phenotype_correlation
0.6,6,46.48563596485089,Genotype_correlation
0.6,6,31.809258245281455,Baseline_mixed_model
0.6,7,23.406352412959084,Phenotype_correlation
0.6,7,52.010340704111094,Genotype_correlation
0.6,7,34.39000760895982,Baseline_mixed_model
0.6,8,26.451695935912902,Phenotype_correlation
0.6,8,48.00810232775393,Genotype_correlation
0.6,8,31.292218738974263,Baseline_mixed_model
0.6,9,23.046675379548823,Phenotype_correlation
0.6,9,52.51843647507649,Genotype_correlation
0.6,9,35.05696530350879,Baseline_mixed_model
