missing_rate,run,MSE,method
0.1,0,34.67386329456596,Phenotype_correlation
0.1,0,61.313001157022185,Genotype_correlation
0.1,0,42.55656433302334,Baseline_mixed_model
0.1,1,23.24132303414692,Phenotype_correlation
0.1,1,66.99738123180907,Genotype_correlation
0.1,1,39.98724956012322,Baseline_mixed_model
0.1,2,35.1387046508145,Phenotype_correlation
0.1,2,44.77603825245481,Genotype_correlation
0.1,2,33.12216645302838,Baseline_mixed_model
0.1,3,23.115196554592295,Phenotype_correlation
0.1,3,25.933938705690558,Genotype_correlation
0.1,3,17.395727552975657,Baseline_mixed_model
0.1,4,30.947208627537766,Phenotype_correlation
0.1,4,76.80132983860766,Genotype_correlation
0.1,4,53.2745058853825,Baseline_mixed_model
0.1,5,23.452410095034896,Phenotype_correlation
0.1,5,53.31365547495573,Genotype_correlation
0.1,5,37.77843165922973,Baseline_mixed_model
0.1,6,32.17872861903331,Phenotype_correlation
0.1,6,72.76231756480004,Genotype_correlation
0.1,6,47.08203023713396,Baseline_mixed_model
0.1,7,26.683213941424274,Phenotype_correlation
0.1,7,74.94284717511802,Genotype_correlation
0.1,7,47.86060538118033,Baseline_mixed_model
0.1,8,22.312650626016243,Phenotype_correlation
0.1,8,48.76300789573456,Genotype_correlation
0.1,8,36.64779432768146,Baseline_mixed_model
0.1,9,23.50962502288561,Phenotype_correlation
0.1,9,55.98095597075477,Genotype_correlation
0.1,9,37.43301834214606,Baseline_mixed_model
